Preferential,ProductAffected_2,FtaName,Roo_trans,Roo_packaging,Coo_retention,FtaCode,RooText_2,Coo_pen,ProductAffected_0,Coo_valid,productCode,ProductAffected_1,FtaStatusDesc,RooText_4,ProductAffected_4,Roo_wo,RooCode_1,partner,Roo_sets,MFN,Roo_demin,Coo_comp,Roo_outward,RooText_1,RooCode_0,Roo_rvcformula,Coo_err,Roo_accum,Roo_roll,rank,Roo_exhibitions,Coo_ver,FtaStatusDate,Coo_sup,ProductAffected_3,Coo_coo,Coo_app,RooText_3,RooCode_3,FtaId,FtaType,FtaScope,reporter,Roo_mo,Coo_tpi,Roo_indir,RooText_0,Coo_adv,Roo_draw,Roo_fungible,Coo_approved,Roo_terr,Roo_accessories,Coo_refund,RooCode_4,RooCode_2,Coo_exmptcoo
,,,,,,,,,,,8703900000,,,,,,,340,,,,,,,,,,,,3,,,,,,,,,,245,,,222,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,604,,,,,,,,,,,,2,,,,,,,,,,93,,,068,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,624,,,,,,,,,,,,1,,,,,,,,,,853,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,288,,,,,,,,,,,,1,,,,,,,,,,853,,,270,,,,,,,,,,,,,,
,,"Regional group, COMESA",included,included,5 years,ITC00660,,provided,,not provided,8703900000,,IN FORCE,,,provided,,262,included,,not included,provided,not included,,WO or RVC 40% or RVC 35% or (CTH + ECT),import content,provided,diagonal,included,2,not included,Indirect,08.12.1994,not provided,,authorized body,provided,,,643,Free trade agreement,"Plurilateral, Country-Country",232,provided,not provided,included,"1 Goods shall be accepted as originating from a Member State if they are consigned directly from a Member State to a consignee in another Member State and: (a) They have been wholly produced as provided for in Rule 3 of this Protocol; or (b) They have been produced in the Member States wholly or partially from materials imported from outside the Member States or of undetermined origin by a process of production, which effects a substantial transformation of those materials such that: i. The c.i.f. value of those materials does not exceed 60 percent of the total cost of the materials used in the production of the goods; or ii. The value added resulting from the process of production accounts for at least 35 percent of the ex-factory cost of the goods; or Manufacture from materials classified in a heading other than that of the product, except from materials of headings 87.02, 87.04 to 87.06",not provided,not included,materials only,not included,not included,included,within 3 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,1,,,,,,,,,,144,,,646,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,2,,,,,,,,,,355,,,757,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,704,,,,,,,,,,,,1,,,,,,,,,,196,,,608,,,,,,,,,,,,,,
,,"Regional group, COMESA",included,included,5 years,ITC00660,,provided,,not provided,8703900000,,IN FORCE,,,provided,,736,included,,not included,provided,not included,,WO or RVC 40% or RVC 35% or (CTH + ECT),import content,provided,diagonal,included,2,not included,Indirect,08.12.1994,not provided,,authorized body,provided,,,643,Free trade agreement,"Plurilateral, Country-Country",262,provided,not provided,included,"1 Goods shall be accepted as originating from a Member State if they are consigned directly from a Member State to a consignee in another Member State and: (a) They have been wholly produced as provided for in Rule 3 of this Protocol; or (b) They have been produced in the Member States wholly or partially from materials imported from outside the Member States or of undetermined origin by a process of production, which effects a substantial transformation of those materials such that: i. The c.i.f. value of those materials does not exceed 60 percent of the total cost of the materials used in the production of the goods; or ii. The value added resulting from the process of production accounts for at least 35 percent of the ex-factory cost of the goods; or Manufacture from materials classified in a heading other than that of the product, except from materials of headings 87.02, 87.04 to 87.06",not provided,not included,materials only,not included,not included,included,within 3 months,,,not included
,,"Regional group, COMESA",included,included,5 years,ITC00660,,provided,,not provided,8703900000,,IN FORCE,,,provided,,894,included,,not included,provided,not included,,WO or RVC 40% or RVC 35% or (CTH + ECT),import content,provided,diagonal,included,2,not included,Indirect,08.12.1994,not provided,,authorized body,provided,,,643,Free trade agreement,"Plurilateral, Country-Country",818,provided,not provided,included,"1 Goods shall be accepted as originating from a Member State if they are consigned directly from a Member State to a consignee in another Member State and: (a) They have been wholly produced as provided for in Rule 3 of this Protocol; or (b) They have been produced in the Member States wholly or partially from materials imported from outside the Member States or of undetermined origin by a process of production, which effects a substantial transformation of those materials such that: i. The c.i.f. value of those materials does not exceed 60 percent of the total cost of the materials used in the production of the goods; or ii. The value added resulting from the process of production accounts for at least 35 percent of the ex-factory cost of the goods; or Manufacture from materials classified in a heading other than that of the product, except from materials of headings 87.02, 87.04 to 87.06",not provided,not included,materials only,not included,not included,included,within 3 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,716,,,,,,,,,,,,2,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,690,,,,,,,,,,,,1,,,,,,,,,,657,,,454,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,466,,,,,,,,,,,,1,,,,,,,,,,853,,,404,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,584,,,,,,,,,,,,1,,,,,,,,,,669,,,570,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,579,,,,,,,,,,,,2,,,,,,,,,,355,,,438,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,662,,,,,,,,,,,,3,,,,,,,,,,141,,,332,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,704,,,,,,,,,,,,2,,,,,,,,,,159,,,392,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,324,,,,,,,,,,,,1,,,,,,,,,,646,,,270,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,308,,,,,,,,,,,,2,,,,,,,,,,18,,,212,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,798,,,,,,,,,,,,1,,,,,,,,,,669,,,554,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,3,,,,,,,,,,853,,,174,,,,,,,,,,,,,,
,,"Regional group, COMESA",included,included,5 years,ITC00660,,provided,,not provided,8703900000,,IN FORCE,,,provided,,690,included,,not included,provided,not included,,WO or RVC 40% or RVC 35% or (CTH + ECT),import content,provided,diagonal,included,2,not included,Indirect,08.12.1994,not provided,,authorized body,provided,,,643,Free trade agreement,"Plurilateral, Country-Country",231,provided,not provided,included,"1 Goods shall be accepted as originating from a Member State if they are consigned directly from a Member State to a consignee in another Member State and: (a) They have been wholly produced as provided for in Rule 3 of this Protocol; or (b) They have been produced in the Member States wholly or partially from materials imported from outside the Member States or of undetermined origin by a process of production, which effects a substantial transformation of those materials such that: i. The c.i.f. value of those materials does not exceed 60 percent of the total cost of the materials used in the production of the goods; or ii. The value added resulting from the process of production accounts for at least 35 percent of the ex-factory cost of the goods; or Manufacture from materials classified in a heading other than that of the product, except from materials of headings 87.02, 87.04 to 87.06",not provided,not included,materials only,not included,not included,included,within 3 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,807,,,,,,,,,,,,1,,,,,,,,,,641,,,008,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,288,,,,,,,,,,,,1,,,,,,,,,,145,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,1,,,,,,,,,,269,,,084,,,,,,,,,,,,,,
,,"Regional Group, Eurasian Economic Union (EEU)",not applicable,not applicable,not applicable,ITC00798,,not applicable,,not applicable,8703900000,,IN FORCE,,,not provided,,643,not applicable,,not applicable,not applicable,not applicable,,Other,not applicable,not applicable,not applicable,not applicable,2,not applicable,not applicable,02.01.2015,not provided,,not applicable,not applicable,,,774,Customs union,"Plurilateral, Country-Country",051,not provided,not applicable,not applicable,Rules of origin are not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,not applicable
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,1,,,,,,,,,,141,,,328,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,344,,,,,,,,,,,,1,,,,,,,,,,692,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,600,,,,,,,,,,,,1,,,,,,,,,,52,,,032,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,434,,,,,,,,,,,,1,,,,,,,,,,643,,,404,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,882,,,,,,,,,,,,1,,,,,,,,,,669,,,584,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,732,,,,,,,,,,,,3,,,,,,,,,,853,,,562,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,598,,,,,,,,,,,,1,,,,,,,,,,669,,,584,,,,,,,,,,,,,,
,,"Regional group, ASEAN",included,included,3 years,ITC00654,,provided,,12 months,8703900000,,IN FORCE,,,provided,,704,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,not included,2,included,Combined,01.06.1994,provided,,authorized body,provided,,,637,Free trade agreement,"Plurilateral, Country-Country",096,provided,provided,included,A regional value content of not less than 40 percent,provided,allowed,materials only,not included,not included,included,within 1 year,,,included (less than US$200)
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,2,,,,,,,,,,13,,,308,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,212,,,,,,,,,,,,2,,,,,,,,,,270,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,558,,,,,,,,,,,,2,,,,,,,,,,245,,,152,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,694,,,,,,,,,,,,1,,,,,,,,,,853,,,624,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,732,,,,,,,,,,,,3,,,,,,,,,,853,,,686,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,2,,,,,,,,,,963,,,740,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,768,,,,,,,,,,,,2,,,,,,,,,,853,,,231,,,,,,,,,,,,,,
,,AANZFTA,included,included,3 years,ITC00202,,provided,,12 months,8703900000,,IN FORCE,,,,,764,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,not included,3,not included,Indirect,12.03.2010,,,authorized body,provided,,,196,Free trade agreement,"Plurilateral, Group-Group",036,,provided,included,RVC(40),provided,not included,materials only,not included,not included,included,within 12 months,,,included (less than US$200)
,,"Regional group, SADC",included,included,5 years,ITC00675,,provided,,not provided,8703900000,,IN FORCE,,,provided,,480,included,,included (15%),not provided,not included,,SP and RVC 45%,import content,not provided,diagonal,included,2,not included,provided,25.01.2001,not provided,,authorized body,not provided,,,657,Free trade agreement,"Plurilateral, Country-Country",450,provided,not provided,included,"Manufacture in which the value of all the materials used does not exceed 55% of the ex-works price of the product; the manufacture or assembly of the vehicle entails that the floor panels, body sides and roof panels must be attached to each other ; and the engine, transmission, axles, radiators, suspension components, steering mechanisms, braking or electrical equipment or instrumentation must be fitted to the floor panels or chassis frame of the vehicle",not provided,not included,materials only,not included,not included,included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,417,,,,,,,,,,,,1,,,,,,,,,,316,,,398,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,702,,,,,,,,,,,,2,,,,,,,,,,692,,,360,,,,,,,,,,,,,,
,,"Regional group, COMESA",included,included,5 years,ITC00660,,provided,,not provided,8703900000,,IN FORCE,,,provided,,231,included,,not included,provided,not included,,WO or RVC 40% or RVC 35% or (CTH + ECT),import content,provided,diagonal,included,2,not included,Indirect,08.12.1994,not provided,,authorized body,provided,,,643,Free trade agreement,"Plurilateral, Country-Country",174,provided,not provided,included,"1 Goods shall be accepted as originating from a Member State if they are consigned directly from a Member State to a consignee in another Member State and: (a) They have been wholly produced as provided for in Rule 3 of this Protocol; or (b) They have been produced in the Member States wholly or partially from materials imported from outside the Member States or of undetermined origin by a process of production, which effects a substantial transformation of those materials such that: i. The c.i.f. value of those materials does not exceed 60 percent of the total cost of the materials used in the production of the goods; or ii. The value added resulting from the process of production accounts for at least 35 percent of the ex-factory cost of the goods; or Manufacture from materials classified in a heading other than that of the product, except from materials of headings 87.02, 87.04 to 87.06",not provided,not included,materials only,not included,not included,included,within 3 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,498,,,,,,,,,,,,2,,,,,,,,,,642,,,398,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,222,,,,,,,,,,,,4,,,,,,,,,,709,,,218,,,,,,,,,,,,,,
0%,,"Regional group, CEFTA",included,included,3 years,ITC00658,,provided,,4 months,8703900000,,IN FORCE,,,provided,,688,included (RVC 85%),10%,included (10%),provided,included,,RVC 60%,import content,provided,cross-cumulation,included,2,included,Indirect,22.11.2007,provided,,authorized body (self-certification if value < EUR 6000),not provided,,,641,Free trade agreement,"Plurilateral, Country-Country",070,provided,not provided,included,Manufacture in which the value of all the materials used does not exceed 40 % of the ex- works price of the product,not provided,prohibition,materials only,included,included,included,not included,,,included (less than EUR500)
,,,,,,,,,,,8703900000,,,,,,,512,,,,,,,,,,,,3,,,,,,,,,,416,,,048,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,2,,,,,,,,,,330,,,579,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,792,,,,,,,,,,,,1,,,,,,,,,,542,,,566,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,2,,,,,,,,,,853,,,834,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,438,,,,,,,,,,,,4,,,,,,,,,,331,,,352,,,,,,,,,,,,,,
,,RCEP,included,included,3 years,ITC00106,,provided,,1 year,8703900000,,IN FORCE,,,provided,,764,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,included,5,not included,Combined,01.01.2022,provided,,authorized body,provided,,,103,Free trade agreement,"Plurilateral, Country-Country",554,provided,provided,included,RVC40,within 90 days,not included,materials & final goods,included,not included,included,within 1 year,,,included (less than US$200)
,,,,,,,,,,,8703900000,,,,,,,340,,,,,,,,,,,,4,,,,,,,,,,242,,,222,,,,,,,,,,,,,,
,,Group of Eight (D8),included,included,3 years,ITC00550,,provided,,6 months,8703900000,,IN FORCE,,,provided,,458,not included,,not included,not provided,not included,,RVC 40%,build down,provided,diagonal,not included,2,included,Indirect,01.07.2016,provided,,authorized body,not provided,,,542,Partial scope agreement,"Plurilateral, Country-Country",364,provided,not provided,included,"1. For the purposes of Rule 2(b), a product shall be deemed to be originating if not less than 40 % of ex works price of its content originates from a Contracting Member.",not provided,not included,not included,not included,not included,included,within 6 months,,,not included
,,,,,,,,,,,8703900000,,,,,,,222,,,,,,,,,,,,1,,,,,,,,,,246,,,214,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,662,,,,,,,,,,,,1,,,,,,,,,,92,,,388,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,1,,,,,,,,,,346,,,275,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,1,,,,,,,,,,324,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,262,,,,,,,,,,,,3,,,,,,,,,,853,,,178,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,156,,,,,,,,,,,,4,,,,,,,,,,103,,,116,,,,,,,,,,,,,,
0%,,"Regional group, ECOWAS",not included,included,not provided,ITC00663,,not provided,,6 months,8703900000,,IN FORCE,,,provided,,768,included,10%,not included,provided,not included,,CTH or RVC 30%,build down,not provided,diagonal,not included,2,not included,not provided,24.07.1993,not provided,,authorized body,provided,,,646,Free trade agreement,"Plurilateral, Country-Country",430,provided,not provided,not included,"For the purpose of this Protocol, the following operations and processes shall be considered as sufficient to support a claim of origin from a Member State: Where 1) goods are not wholly produced in Member States and where their production requires the exclusive use of materials which are to be classified under a different tariff sub-heading from that of the product; The above rule shall be accompanied by a list of exemptions mentioning the cases where the change in the sub-heading is not a determining factor, or imposing additional conditions. The list shall be established in by a Regulation of the Council of Ministers. Or 2) goods are not wholly produced in Member States and where their production requires the use of materials which have received a value-added of at least 30% of the ex-factory price of the finished goods.",not provided,included,not included,not included,not included,included,not included,,,included (for certain goods)
,,"Regional group, League Of Arab States",included,included,3 years,ITC00668,,provided,,6 months,8703900000,,IN FORCE,,,provided,,634,included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,included,1,included,Indirect,01.01.1998,provided,,authorized body,provided,,,651,Free trade agreement,"Plurilateral, Country-Country",422,provided,provided,included,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",not provided,prohibition,not included,not included,included,included,included,,,included (less than USD 500)
,,,,,,,,,,,8703900000,,,,,,,662,,,,,,,,,,,,1,,,,,,,,,,269,,,500,,,,,,,,,,,,,,
,,Indonesia-Palestine,included,included,3 years,ITC01011,,provided,,12 months,8703900000,,IN FORCE,,,provided,,360,not included,,included (10%),not provided,not included,,RVC 35% or CTH,import content,provided,not included,not included,2,not included,Indirect,21.02.2019,not provided,,authorized body,provided,,,980,Partial scope agreement,"Bilateral, Country-Country",275,provided,not provided,included,"(a) For the purposes of Rule 2(b), a product shall be deemed to be originating of Palestine if: (i) the total value of the materials, parts or products originating from outside of Palestine does not exceed 65% of the Ex-Works Price value of the product provided that the final process of the manufacture is performed within Palestine; or (ii) all non-originating materials of Palestine used in the production of the good have undergone in Palestine a Change in Tarif Classification (hereinafer referred to as ""CTC"") at the 4.-digit level (i.e. a Change in Tariff Heading) of Harmonized System.",not provided,not included,not included,not included,not included,included,within 12 months,,,included (less than USD 200)
,,,,,,,,,,,8703900000,,,,,,,634,,,,,,,,,,,,1,,,,,,,,,,331,,,579,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,418,,,,,,,,,,,,4,,,,,,,,,,103,,,156,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,762,,,,,,,,,,,,2,,,,,,,,,,642,,,498,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,585,,,,,,,,,,,,1,,,,,,,,,,669,,,548,,,,,,,,,,,,,,
,,"Regional group, League Of Arab States",included,included,3 years,ITC00668,,provided,,6 months,8703900000,,IN FORCE,,,provided,,784,included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,included,1,included,Indirect,01.01.1998,provided,,authorized body,provided,,,651,Free trade agreement,"Plurilateral, Country-Country",760,provided,provided,included,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",not provided,prohibition,not included,not included,included,included,included,,,included (less than USD 500)
,,,,,,,,,,,8703900000,,,,,,,504,,,,,,,,,,,,3,,,,,,,,,,853,,,148,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,876,,,,,,,,,,,,1,,,,,,,,,,171,,,540,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,657,,,450,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,659,,,,,,,,,,,,3,,,,,,,,,,141,,,214,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,231,,,,,,,,,,,,2,,,,,,,,,,853,,,180,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,562,,,,,,,,,,,,3,,,,,,,,,,853,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,410,,,,,,,,,,,,4,,,,,,,,,,103,,,096,,,,,,,,,,,,,,
,,AANZFTA,included,included,3 years,ITC00202,,provided,,12 months,8703900000,,IN FORCE,,,,,702,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,not included,3,not included,Indirect,01.01.2010,,,authorized body,provided,,,196,Free trade agreement,"Plurilateral, Group-Group",096,,provided,included,RVC(40),provided,not included,materials only,not included,not included,included,within 12 months,,,included (less than US$200)
,,,,,,,,,,,8703900000,,,,,,,686,,,,,,,,,,,,3,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,2,,,,,,,,,,853,,,140,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,659,,,,,,,,,,,,1,,,,,,,,,,92,,,192,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,562,,,,,,,,,,,,1,,,,,,,,,,145,,,466,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,3,,,,,,,,,,853,,,226,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,434,,,,,,,,,,,,2,,,,,,,,,,853,,,266,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,180,,,,,,,,,,,,2,,,,,,,,,,853,,,178,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,2,,,,,,,,,,92,,,670,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,736,,,,,,,,,,,,1,,,,,,,,,,643,,,710,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,508,,,,,,,,,,,,1,,,,,,,,,,853,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,643,,,516,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,2,,,,,,,,,,92,,,328,,,,,,,,,,,,,,
,,"Regional group, SAARC",included,included,2 years,ITC00672,,provided,,12 months,8703900000,,IN FORCE,,,provided,,144,not included,,not included,not provided,not included,,"CTH and RVC 40% (30% for LDCs, 35% for Sri Lanka)",import content,provided,diagonal,not included,3,included,Indirect,07.08.2011,provided,,authorized body,not provided,,,654,Free trade agreement,"Plurilateral, Country-Country",004,provided,not provided,included,"Rule 8: Single Contracting State Content(a) Products originating in the exporting Contracting State shall be considered to be sufficiently worked or processed for the purposes of granting originating status if they fulfill the following conditions:(i) The final product is classified in a heading at the four digit level of the Harmonised Commodity Description and Coding System differently from those in which all the non-originating materials [5] used in its manufacture are classified and(ii) Products worked on or processed as a result of which the total value of the materials, parts or produce originating from other countries or of undetermined origin used does not exceed 60% of the FOB value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting Contracting State. Rule 10: Special Treatment to Least Developed Contracting States The products originating in the Least Developed Contracting States shall be allowed a favourable 10 percentage points applied to the percentage applied in Rule 8. The products originating in Sri Lanka shall be allowed a favourable 5 percentage points applied to the percentage applied in Rule 8.",not provided,not included,not included,not included,not included,not included,within 45 days,,,not included
,,,,,,,,,,,8703900000,,,,,,,392,,,,,,,,,,,,3,,,,,,,,,,103,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,643,,,,,,,,,,,,1,,,,,,,,,,784,,,051,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,508,,,,,,,,,,,,3,,,,,,,,,,853,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,682,,,,,,,,,,,,1,,,,,,,,,,331,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,500,,,,,,,,,,,,2,,,,,,,,,,18,,,044,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,3,,,,,,,,,,247,,,320,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,430,,,,,,,,,,,,3,,,,,,,,,,853,,,148,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,740,,,,,,,,,,,,2,,,,,,,,,,13,,,044,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,678,,,,,,,,,,,,1,,,,,,,,,,853,,,454,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,740,,,,,,,,,,,,2,,,,,,,,,,269,,,662,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,834,,,,,,,,,,,,1,,,,,,,,,,644,,,834,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,634,,,,,,,,,,,,1,,,,,,,,,,331,,,414,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,699,,,,,,,,,,,,2,,,,,,,,,,96,,,458,,,,,,,,,,,,,,
,,SPARTECA,,,,ITC00688,,,,,8703900000,,IN FORCE,,,,,798,,,,,,,,,,,,2,,,01.01.2015,,,,,,,669,Partial scope agreement,"Plurilateral, Country-Country",776,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,686,,,,,,,,,,,,1,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,1,,,,,,,,,,640,,,212,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,1,,,,,,,,,,148,,,570,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,736,,,,,,,,,,,,3,,,,,,,,,,853,,,678,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,732,,,,,,,,,,,,1,,,,,,,,,,853,,,426,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,740,,,,,,,,,,,,2,,,,,,,,,,92,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,5,,,,,,,,,,368,,,051,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,328,,,,,,,,,,,,2,,,,,,,,,,141,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,156,,,,,,,,,,,,1,,,,,,,,,,103,,,036,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,2,,,,,,,,,,141,,,662,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,426,,,,,,,,,,,,1,,,,,,,,,,643,,,232,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,500,,,,,,,,,,,,1,,,,,,,,,,270,,,388,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,1,,,,,,,,,,270,,,052,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,516,,,,,,,,,,,,2,,,,,,,,,,643,,,434,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,426,,,,,,,,,,,,1,,,,,,,,,,976,,,072,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,384,,,,,,,,,,,,2,,,,,,,,,,853,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,418,,,,,,,,,,,,1,,,,,,,,,,103,,,392,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,1,,,,,,,,,,269,,,659,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,2,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
