ProductAffected_2,ProductAffected_1,Roo_demin,Coo_valid,FtaType,RooCode_3,Roo_draw,Coo_ver,Roo_packaging,Coo_refund,FtaStatusDesc,Coo_coo,FtaName,Roo_outward,Roo_exhibitions,Coo_err,RooText_0,Coo_retention,FtaCode,Coo_tpi,Roo_trans,Roo_accessories,Roo_fungible,Roo_sets,FtaStatusDate,Coo_exmptcoo,RooCode_2,RooCode_4,Roo_accum,Roo_indir,RooText_3,ProductAffected_4,RooCode_1,ProductAffected_0,Coo_comp,RooText_1,Coo_pen,Coo_app,RooText_2,Roo_mo,Roo_rvcformula,FtaId,RooCode_0,Roo_wo,Roo_roll,RooText_4,Coo_sup,MFN,Coo_approved,Preferential,Coo_adv,ProductAffected_3,Roo_terr,FtaScope
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Egypt",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00380,not provided,included,included,materials only,included (RVC 85%),01.06.2004,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,374,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (15%),10 months,Free trade agreement,,included,Indirect,included,within 2 years,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Faroe Islands",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00381,not provided,included,included,materials only,included (RVC 85%),01.01.1997,included (less than EUR500),,,cross-cumulation,included,,,RVC 55%,,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,not provided,provided,,provided,import content,375,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),12 months (for multiple shipments),Free trade agreement,,not included,provided,included,not included,IN FORCE,self-certification,"FTA, EU-Japan",not included,not included,provided,MaxNOM 45 % (EXW); or RVC 60 % (FOB).,3 years,ITC00385,provided,included,included,materials only,included (RVC 85%),01.02.2019,"less than EUR 500/ JPY 100,000",,,diagonal and full,included,,,RVC 50% or RVC 55%,,not provided,MaxNOM 50 % (EXW); or RVC 55 % (FOB),provided,provided,,provided,not included,379,RVC 45% or RVC 60%,provided,included,,not provided,,not included,,provided,,included,"Bilateral, Country-Group"
,,included (10%),12 months,Free trade agreement,,allowed,Indirect,included,not included,IN FORCE,self-certification,"FTA, EU-Korea",included,not included,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,5 years,ITC00387,not provided,included,included,materials only,included (RVC 85%),01.07.2011,"included (less than EUR 500 (EU), USD 1000 (KR) )",,,bilateral,included,,,,,not provided,,provided,provided,,provided,import content,381,RVC 55%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Group"
,,included (15%),10 months,Free trade agreement,,included,Indirect,included,within 2 years,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Macedonia",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00390,not provided,included,included,materials only,included (RVC 85%),01.04.2004,included (less than EUR500),,,cross-cumulation,included,,,RVC 55%,,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,not provided,provided,,provided,import content,384,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),10 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Mexico",not included,not included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00393,not provided,included,included,materials only,included (RVC 85%),01.07.2000,included (less than EUR500),,,bilateral,included,,,,,provided,,provided,provided,,,build up / import content,387,RVC 60%,,included,,,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (15%),10 months,Free trade agreement,,included,Indirect,included,within 2 years,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Montenegro",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00395,not provided,included,included,materials only,included (RVC 85%),01.01.2008,included (less than EUR500),,,cross-cumulation,included,,,RVC 55%,,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,not provided,provided,,provided,import content,389,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body,"FTA, EU-Morocco",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00396,not provided,included,included,included,included (RVC 85%),01.03.2000,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,not provided,,provided,import content,390,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (15%),10 months,Free trade agreement,,included,Indirect,included,within 2 years,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Serbia",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00400,not provided,included,included,materials only,included (RVC 85%),01.02.2010,included (less than EUR500),,,cross-cumulation,included,,,RVC 55%,,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,not provided,provided,,provided,import content,395,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (15%),10 months,Free trade agreement,,included,Indirect,included,within 2 years,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Switzerland",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00402,not provided,included,included,materials only,included (RVC 85%),01.01.1973,included (less than EUR500),,,cross-cumulation,included,,,RVC 55%,,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,not provided,provided,,provided,import content,397,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"DCFTA, EU-Ukraine",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00404,not provided,included,included,materials only,included (RVC 85%),23.04.2014,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,399,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),12 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, EU-Viet Nam",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product.,3 years,ITC00405,provided,included,included,materials only,included (RVC 85%),01.08.2020,included (less than EUR 500 for EU / USD 200 for Vietnam),,,diagonal and cross-cumulation (fabrics),included,,,,,not provided,,provided,provided,,provided,import content,400,RVC 55%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Faroe Islands-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00409,not provided,included,included,materials only,included (RVC 85%),01.10.2017,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,404,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),6 months (for single shipment),Free trade agreement,,not included,Direct,included,included,IN FORCE,authorized body,"FTA, GCC-Singapore",not included,not included,not provided,2 A good is considered to have undergone sufficient working or production in the territory of a Party if the good: (b) attains a qualifying value added of not less than thirty five percent (35%) based on the ex-works price as determined in paragraph 3 of this Article.,30 months,ITC00421,not provided,included,included,materials only,not included,01.09.2013,included (less than USD 1000),,,diagonal,included,,,,,provided,,provided,provided,,provided,build down,416,RVC 35%,provided,included,,provided,,not included,,within 60 days,,not included,"Plurilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Georgia-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product originating status,3 years,ITC00424,not provided,included,included,materials only,included (RVC 85%),01.11.2008,included (less than EUR500),,,bilateral,included,,,,,provided,,provided,not provided,,provided,import content,419,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,included,not included,IN FORCE,authorized body,"FTA, India-Sri Lanka",not included,not included,not provided,"(a) Within the meaning of rule 5 (b), products worked on or processed as a result of which the total value of the materials, parts or produce originating from countries other than the Contracting Parties or of undetermined origin used does not exceed 65% of the f.o.b. value of the products produced or obtained and the final process of manufacture is performed within the erritory of the exporting Contracting Party shall be eligible for preferential treatment, subject to the provisions of clauses (b), (c), (d) and (e) of rule 7 and rule 8. (b) Non-originating materials shall be considered to be sufficiently worked or processed when the product obtained is classified in a heading, at the four digit level, of the Harmonised Commodity Description and Coding System different from those in which all the non-originating materials used in its manufacture are classified.",not provided,ITC00433,not provided,included,not included,not included,not included,15.12.2001,not included,,,bilateral,included,,,,,not provided,,not provided,not provided,,provided,import content,428,CTH and RVC 35%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Partial scope agreement,,not included,Indirect,included,within 180 days,IN FORCE,authorized body,"PTA, Indonesia-Pakistan",not included,not included,provided,"(a) For the purposes of Rule 2(b), a product shall be deemed to be originating if: (i) the total value of the materials, part or produce originating from outside of the territory of a Party does not exceed 60% of the FOB value of the product so produced or obtained provided that the fnal process of the manufacture is performed within the territory of the exporting Party.",not provided,ITC00436,not provided,included,included,not included,not included,01.09.2013,included (less than US$200),,,bilateral,included,,,,,not provided,,not provided,not provided,,provided,import content,431,RVC 40%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Israel-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00444,not provided,included,included,materials only,included (RVC 85%),01.05.1997,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,not provided,,provided,import content,439,RVC 60%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,not included,not included,IN FORCE,self-certification,"FTA, Israel-United States",not included,not included,not provided,"1. This Agreement shall apply to any article if: (a) that article is wholly the growth, product, or manufacture of a party or is a new or different article of commerce that has been grown, produced, or manufactured in a Party; (b) that article is imported directly from one Party into the other Party; and (c) the sum of (i) the cost or value of the materials produced in the exporting Party, plus (ii) the direct costs of processing operations performed in the exporting Party is not less than 35 percent of the appraised value of the article at the time it is entered into the other Party.",not provided,ITC00445,not provided,included,not included,not included,not included,01.09.1985,not included,,,"bilateral (with limitation), cross and full",not included,,,,,not provided,,not provided,not provided,,provided,build up,440,RVC 35%,provided,not included,,not provided,2.5%,not included,0%,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,not included,not included,IN FORCE,authorized body,"FTA, Jordan-Libya",not included,not included,not provided,"The following goods shall considered of local origin: 1- Goods, and materials produced in both countries, including agricultural, animal and livestock and natural resources. 2- Industrial products of any country when the local VAT of manpower, raw materials and other materials entering in the manufacturing would constitute 40% of its production cost.",not provided,ITC00452,not provided,not included,not included,not included,not included,13.04.1993,not included,,,not included,not included,,,,,provided,,not provided,not provided,,not provided,not included,447,RVC 40%,not provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,not included,not included,IN FORCE,authorized body,"FTA, Jordan-Morocco",not included,included,not provided,"For the purposes of this Agreement, the following shall be considered to be of local origin: - The materials wholly produced by both contracting parties, including agricultural, animal-based and fish products, live animals and natural resources which were not subjected to any industrial convesion. - The industrial products in which the ratio of the added value resulting from their manufacturing in the country of either party is not less than 40% of the final value of the finished commodity (value ex-factory). This ratis, however, shall be applied to the commodities manufactured within the scope of the joint enterprises set up between both countries.",not provided,ITC00453,not provided,included,not included,not included,not included,21.10.1999,not included,,,not included,not included,,,,,provided,,not provided,not provided,,not provided,build down,448,RVC 40%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months (for single shipment),Free trade agreement,,not included,Direct,included,within 7 days,IN FORCE,authorized body,"FTA, Jordan-Singapore",not included,not included,not provided,"For purposes of this Agreement, an originating good means a good which fulfils Article 3.12 and any of the following: (a) wholly obtained in the territory of a Party; (b) produced entirely in the territory of one or both of the Parties; or (c) for goods: (i) other than goods subject to Article 3.3, fulfills a minimum of a local value content of 35%, calculated using the following method: LVC = AV - VNM x 100 AV Where: ""LVC"" is the local value content, expressed as a percentage; ""AV"" is the appraised value; and ""VNM"" is the value of non-originating materials that are acquired and used by the producer in the production of the good.",3 years,ITC00455,not provided,included,included,materials & final goods,not included,22.08.2005,included (less than USD 1000),,,bilateral and full,included,,,,,not provided,,not provided,not provided,,provided,build down,450,RVC 35%,provided,not included,,not provided,,not included,,within 120 days,,not included,"Bilateral, Country-Country"
,,included (10%),6 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body,"FTA, Jordan-Syria",not included,included,provided,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",3 years,ITC00456,not provided,included,included,not included,included,21.05.2002,included (less than USD 500),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build up / build down,451,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months (for multiple shipments),Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Jordan-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00457,not provided,included,included,materials only,included (RVC 85%),01.03.2011,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,not provided,,provided,import content,452,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),6 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body,"FTA, Jordan-United Arab Emirates",not included,included,provided,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",3 years,ITC00458,not provided,included,included,not included,included,24.11.2001,included (less than USD 500),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build up / build down,453,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,not included,not included,IN FORCE,self-certification,"FTA, Jordan-United States",not included,not included,not provided,"1. This Agreement shall apply to any article if: (a) that Article is wholly the growth, product or manufacture of a Party or is a new or different article of commerce that has been grown, produced, or manufactured in a Party; (b) that article is imported directly from one Party into the other Party; and (c) the sum of (i) the cost or value of the materials produced in the exporting Party, plus (ii) the direct costs of processing operations performed in the exporting Party is not less than 35 percent of the appraised value of the article at the time it is entered into the other Party.",5 years,ITC00459,not provided,included,not included,not included,not included,07.12.2001,not included,,,bilateral,not included,,,,,not provided,,not provided,not provided,,provided,build up,454,RVC 35%,provided,not included,,provided,2.5%,not included,0%,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),2 years (for multiple shipments),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Korea-New Zealand",included,not included,provided,CTH or RVC(30/40),5 years,ITC00463,provided,included,included,materials & final goods,not included,20.12.2015,included (less than US$1000),,,bilateral and full,included,,,,,not provided,,not provided,provided,,provided,build up / build down,458,CTH or RVC 30/40%,provided,included,,provided,,not included,,within 90 days,,included,"Bilateral, Country-Country"
,,included (10%),1 year,Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Korea-Peru",not included,not included,provided,"No change in tariff classification to be required, provided that there is a regional value content of not less than: (a) 35 percent under the build-up method, or (b) 45 percent under the build-down method.",5 years,ITC00465,not provided,included,included,materials & final goods,included (RVC 85%),01.08.2011,included (less than US$1000),,,bilateral and full,included,,,,,provided,,provided,provided,,provided,build up / build down,460,RVC 35/45%,provided,included,,not provided,,not included,,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),12 months (for single shipment),Free trade agreement,,not included,Direct,included,not included,IN FORCE,authorized body,"FTA, Korea-Singapore",included,not included,not provided,A change to heading 87.01 through 87.07 from any other heading provided it has a regional value content of not less than 55%.,5 years,ITC00467,not provided,included,included,materials & final goods,not included,02.03.2006,included (less than US$1000),,,bilateral and full,included,,,,,provided,,provided,provided,,provided,build down,462,CTH and RVC 55%,provided,included,,provided,,not included,,within 90 days,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,included,Indirect,included,not included,IN FORCE,self-certification,"FTA, Korea-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 45% of the ex-works price of the product,5 years,ITC00469,provided,included,included,materials only,included (RVC 85%),01.05.2013,included (less than EUR 500 (Turkey)/ USD 1000 (Korea)),,,bilateral,included,,,,,not provided,,provided,provided,,provided,included,464,RVC 55%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Country"
,,included (10%),4 years (for multiple shipments),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Korea-United States",not included,not included,not provided,"No change in tariff classification is required, provided that there is a regional value content of not less than: (a) 35 percent under the build-up method; or (b) 55 percent under the build-down method; or (c) 35 percent under the net cost method.",5 years,ITC00470,not provided,included,included,materials & final goods,included (RVC 85%),15.03.2012,included (less than US$1000),,,bilateral and full,included,,,,,not provided,,provided,provided,,,build up / build down / net cost,465,RVC 35/55/35%,,not included,,,2.5%,not included,0%,within 90 days,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Macedonia-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00477,not provided,included,included,materials only,included (RVC 85%),01.09.2000,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,not provided,,provided,import content,472,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,provided,included,included,IN FORCE,authorized body,"FTA, Macedonia-Ukraine",included,included,provided,Production in which value of all used materials doesn't exceed 40% of ex works (EXW) product's price,3 years,ITC00478,not provided,included,included,not included,included (RVC 85%),05.07.2001,included (less than EUR500),,,bilateral,included,,,,,provided,,provided,provided,,provided,not included,473,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),1 year,Free trade agreement,,not included,Direct,included,included,IN FORCE,self-certification (New Zealand) / authorized body (Malaysia),"FTA, Malaysia-New Zealand (MNZFTA)",not included,not included,provided,CTH,6 years,ITC00479,not provided,included,included,materials & final goods,not included,01.08.2010,included (less than US$600),,,bilateral,included,,,,,not provided,,not provided,provided,,provided,build down,474,CTH,provided,not included,,not provided,,not included,,within 90 days,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,included,Indirect,included,within 12 months,IN FORCE,authorized body (self-certification if value < USD 10000),"FTA, Malaysia-Turkey (MTFTA)",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 50 % of the ex-works price of the product,3 years,ITC00481,provided,included,included,materials only,included (RVC 85%),01.08.2015,included (less than EUR 500 (for Turkey)/ USD 200 (for Malaysia)),,,cross-cumulation,included,,,,,not provided,,provided,provided,,provided,import content,476,RVC 50%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Mauritius-Turkey",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 40% of the ex-works price of the product,3 years,ITC00483,not provided,included,included,not included,included (RVC 85%),01.06.2013,included (less than EUR500),,,full+cross-cumulation,included,,,RVC 60%,,provided,Manufacture In which the value of all the materials used does not exceed 40% of the ex-works price of the product,provided,provided,,provided,import content,478,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (7%),1 year (for multiple shipments),Free trade agreement,,not included,provided,included,included,IN FORCE,self-certification,"FTA, Mexico-Nicaragua",not included,not included,not provided,"Un cambio a la subpartida 8703.21 a 8703.90 de cualquier otra partida, cumpliendo con un contenido regional no menor a 40% cuando se utilice el método de costo neto.",5 years,ITC00487,not provided,included,included,materials only,included (RVC 93%),01.07.1998,included (less than US$1000),,,bilateral and full,included,,,,,not provided,,provided,provided,,,build down / net cost,482,CTH and RVC 40%,,included,,,,not included,,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Montenegro-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00495,not provided,included,included,materials only,included (RVC 85%),01.03.2010,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,490,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,not included,not included,IN FORCE,authorized body,"FTA, Morocco-Tunisia",not included,not included,not provided,"B. Manufactured products, of which the costs incurred for their manufacturing and processing at the exporting country shall be no less than forty percent (40%) of the total value thereof. This percentage shall include the value of primary materials and semi-finished articles imported from either country and used for the manufacture of such products, including costs of insurance and transportation arrangements.",not provided,ITC00498,not provided,included,not included,not included,not included,16.03.1999,not included,,,not included,not included,,,,,not provided,,not provided,not provided,,not provided,not included,493,RVC 40%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Morocco-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00499,not provided,included,included,materials only,included (RVC 85%),01.01.2006,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,not provided,,provided,import content,494,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),6 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body,"FTA, Morocco-United Arab Emirates",not included,included,provided,"For the purposes of implementing the Arab rules of origins, without prejudice to Rule 5, the following goods and services shall be considered of national origin: a- Products acquired completely from any party-state in accordance with the provisions of Rule (7). b- Goods manufactured by any party-state, which includes input(s) from other party-state, and the added value of these good shall not be less than 40 percent according to the provisions of Rule (3), taking into consideration the provisions of Rule (4).",3 years,ITC00500,not provided,included,included,not included,included,09.07.2003,included (less than USD 500),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build up / build down,495,RVC 40%,provided,included,,provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (7% for textiles),not provided,Free trade agreement,,not included,not provided,included,not included,IN FORCE,self-certification,"FTA, Morocco-United States",not included,not included,not provided,"Except as other wise provided in this Chapter or Chapter Four (Textiles and Apparel), each Party shall provide that a good is an originating good where it is imported directly from the territory of one Party into the territory of the other Party, and (a) it is a good wholly the growth, product, or manufacture of one or both of the Parties; (b) for goods other than those covered by the rules in Annex 4-A or Annex 5-A , the good is a new or different article of commerce that has been grown, produced, or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties, plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of a Party.",5 years,ITC00501,not provided,included,not included,not included,not included,01.01.2006,not included,,,bilateral and full,included,,,,,not provided,,provided,provided,,provided,build up,496,RVC 35%,provided,not included,,provided,2.5%,not included,0%,within 150 days,,included,"Bilateral, Country-Country"
,,included (10%),not provided,Free trade agreement,,not included,Direct,included,included,IN FORCE,self-certification,"FTA, New Zealand-Thailand",not included,not included,not provided,Change to heading 8703 from any other heading.,included (time period not specified),ITC00503,not provided,not included,included,materials & final goods,not included,01.07.2005,included (value not specified),,,bilateral,included,,,,,not provided,,provided,provided,,provided,build down,498,CTH,provided,not included,,provided,,not included,,within 30 working days,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,included,within 1 year,IN FORCE,self-certification,"FTA, Oman-United States",not included,not included,not provided,"(b) for goods other than those covered by the rules in Annex 3-A (Rules of Origin for Textile or Apparel Goods) or Annex 4-A, the good is a new or different article of commerce that has been grown, produced, or manufactured in the territory of one or both of the Parties; and the sum of (i) the value of materials produced in the territory of one or both of the Parties, plus (ii) the direct costs of processing operations performed in the territory of one or both of the Parties is not less than 35 percent of the appraised value of the good at the time it is imported into the territory of a Party",5 years,ITC00505,not provided,included,not included,not included,not included,01.01.2009,not included,,,bilateral and full,included,,,,,not provided,,provided,provided,,provided,build up,500,RVC 35%,provided,not included,,not provided,2.5%,not included,0%,within 150 days,,included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,Indirect,included,within 1 year,IN FORCE,authorized body,"FTA, Pakistan-Sri Lanka",not included,included,provided,"Rule 8: Not wholly produced or obtained (a) Within the meaning of rule 6 (b), products worked on or processed as a result of which the total value of the material, parts or produce originating from countries other than the Contracting Parties or of undetermined origin used does not exceed 65% of the F.O.B. value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting Contracting Party shall be eligible for preferential treatment, subject to the provisions of clauses (b), (c), (d) and (e) of rule 8 and rule 9; (b) Non-originating materials shall be considered to be sufficiently worked or processed when the product obtained is classified in a heading, at the six digit level, of the Harmonized Commodity Description and Coding system different from those in which all the non-originating materials used in its manufacture are classified;",3 years,ITC00509,not provided,included,not included,not included,not included,12.06.2005,not included,,,bilateral (with limitation),included,,,,,provided,,provided,not provided,,provided,not included,504,CTH and RVC 35%,provided,not included,,provided,,not included,,provided,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Palestine-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00513,not provided,included,included,not included,included (RVC 85%),01.06.2005,included (less than EUR500),,,bilateral,included,,,,,not provided,,provided,not provided,,provided,import content,508,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),1 year (for single shipment),Free trade agreement,,not included,Combined,included,within 1 year,IN FORCE,authorized body (self-certification for authorized exporters),"FTA, Panama-Peru",not included,not included,provided,Un cambio a la partida 87.01 a 87.05 desde cualquier otra partida; o no se requiere un cambio de clasificación arancelaria cumpliendo con un valor de contenido regional no menor al 50 por ciento.,5 years,ITC00514,provided,included,included,materials & final goods,included (RVC 85%),01.05.2012,included (less than US$1000),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,build down,509,CTH or RVC 50%,provided,included,,provided,,included,,within 150 days,,included,"Bilateral, Country-Country"
